STATEFIPS,STATE,ZIPCODE,AGI_STUB,Number of Returns
19,IA,51355,0,580
19,IA,51357,0,310
19,IA,51358,0,640
19,IA,51360,0,4120
19,IA,51364,0,320
19,IA,51365,0,150
19,IA,51366,0,160
19,IA,51401,0,6000
19,IA,51430,0,370
19,IA,51431,0,190
19,IA,51433,0,310
19,IA,51436,0,450
19,IA,51439,0,410
19,IA,51440,0,180
19,IA,51441,0,160
19,IA,51442,0,4410
19,IA,51443,0,850
19,IA,51445,0,1350
19,IA,51446,0,250
19,IA,51448,0,270
19,IA,51449,0,950
19,IA,51450,0,810
19,IA,51453,0,290
19,IA,51454,0,620
19,IA,51455,0,1060
19,IA,51458,0,660
19,IA,51461,0,560
19,IA,51462,0,500
19,IA,51463,0,290
19,IA,51465,0,360
19,IA,51466,0,500
19,IA,51467,0,300
19,IA,51501,0,15370
19,IA,51503,0,16590
19,IA,51510,0,1570
19,IA,51521,0,990
19,IA,51523,0,170
19,IA,51525,0,560
19,IA,51526,0,860
19,IA,51527,0,290
19,IA,51528,0,430
19,IA,51529,0,800
19,IA,51530,0,400
19,IA,51531,0,390
19,IA,51532,0,280
19,IA,51533,0,380
19,IA,51534,0,4010
19,IA,51535,0,860
19,IA,51536,0,230
19,IA,51537,0,3220
19,IA,51540,0,200
19,IA,51541,0,180
19,IA,51542,0,490
19,IA,51543,0,210
19,IA,51544,0,320
19,IA,51545,0,140
19,IA,51546,0,1270
19,IA,51548,0,210
19,IA,51549,0,210
19,IA,51551,0,830
19,IA,51552,0,140
19,IA,51553,0,440
19,IA,51555,0,2410
19,IA,51556,0,190
19,IA,51557,0,380
19,IA,51558,0,260
19,IA,51559,0,860
19,IA,51560,0,960
19,IA,51561,0,630
19,IA,51562,0,240
19,IA,51563,0,340
19,IA,51564,0,190
19,IA,51565,0,270
19,IA,51566,0,3210
19,IA,51570,0,470
19,IA,51571,0,280
19,IA,51572,0,170
19,IA,51573,0,480
19,IA,51575,0,790
19,IA,51576,0,920
19,IA,51577,0,530
19,IA,51579,0,1010
19,IA,51601,0,2600
19,IA,51631,0,160
19,IA,51632,0,2760
19,IA,51636,0,190
19,IA,51638,0,620
19,IA,51639,0,420
19,IA,51640,0,670
19,IA,51645,0,120
19,IA,51646,0,360
19,IA,51649,0,180
19,IA,51650,0,150
19,IA,51652,0,790
19,IA,51653,0,580
19,IA,51654,0,220
19,IA,52001,0,19600
19,IA,52002,0,7690
19,IA,52003,0,7070
19,IA,52031,0,2330
19,IA,52032,0,680
19,IA,52033,0,1490
19,IA,52035,0,450
19,IA,52037,0,550
19,IA,52038,0,240
19,IA,52039,0,570
19,IA,52040,0,2760
19,IA,52041,0,740
19,IA,52042,0,700
19,IA,52043,0,1060
19,IA,52045,0,1140
19,IA,52046,0,1040
19,IA,52047,0,300
19,IA,52048,0,150
19,IA,52049,0,610
19,IA,52050,0,250
19,IA,52052,0,1430
19,IA,52053,0,520
19,IA,52054,0,470
19,IA,52057,0,3800
19,IA,52060,0,3990
19,IA,52064,0,420
19,IA,52065,0,440
19,IA,52068,0,1860
19,IA,52069,0,730
19,IA,52070,0,500
19,IA,52072,0,170
19,IA,52073,0,720
19,IA,52074,0,140
19,IA,52076,0,1020
19,IA,52077,0,170
19,IA,52078,0,410
19,IA,52079,0,380
19,IA,52101,0,5810
19,IA,52132,0,840
19,IA,52133,0,240
19,IA,52134,0,120
19,IA,52135,0,380
19,IA,52136,0,2840
19,IA,52140,0,240
19,IA,52141,0,620
19,IA,52142,0,630
19,IA,52144,0,620
19,IA,52146,0,440
19,IA,52147,0,500
19,IA,52151,0,970
19,IA,52154,0,510
19,IA,52155,0,580
19,IA,52156,0,320
19,IA,52157,0,820
19,IA,52159,0,1080
19,IA,52160,0,400
19,IA,52161,0,670
19,IA,52162,0,1550
19,IA,52164,0,100
19,IA,52165,0,490
19,IA,52169,0,180
19,IA,52170,0,270
19,IA,52171,0,470
19,IA,52172,0,2840
19,IA,52175,0,1570
19,IA,52201,0,540
19,IA,52202,0,530
19,IA,52203,0,920
19,IA,52205,0,3480
19,IA,52206,0,1040
19,IA,52207,0,160
19,IA,52208,0,1400
19,IA,52209,0,530
19,IA,52210,0,330
19,IA,52211,0,1260
19,IA,52212,0,150
19,IA,52213,0,1920
19,IA,52214,0,1440
19,IA,52215,0,380
19,IA,52216,0,670
19,IA,52217,0,260
19,IA,52218,0,720
19,IA,52222,0,310
19,IA,52223,0,690
19,IA,52224,0,910
19,IA,52225,0,210
19,IA,52227,0,1190
19,IA,52228,0,1430
19,IA,52229,0,300
19,IA,52231,0,180
19,IA,52233,0,3310
19,IA,52236,0,250
19,IA,52237,0,710
19,IA,52240,0,13790
19,IA,52241,0,9330
19,IA,52245,0,9260
19,IA,52246,0,9070
19,IA,52247,0,2390
19,IA,52248,0,820
19,IA,52249,0,450
19,IA,52251,0,270
19,IA,52253,0,1520
19,IA,52254,0,450
19,IA,52255,0,550
19,IA,52257,0,120
19,IA,52301,0,1840
19,IA,52302,0,18280
19,IA,52305,0,310
19,IA,52306,0,830
19,IA,52309,0,210
19,IA,52310,0,3040
19,IA,52313,0,170
19,IA,52314,0,2320
19,IA,52315,0,570
19,IA,52316,0,760
19,IA,52317,0,8600
19,IA,52318,0,480
19,IA,52320,0,500
19,IA,52321,0,190
19,IA,52322,0,1200
19,IA,52323,0,350
19,IA,52324,0,900
19,IA,52325,0,360
19,IA,52326,0,280
19,IA,52327,0,1470
19,IA,52328,0,1320
19,IA,52329,0,370
19,IA,52330,0,370
19,IA,52332,0,960
19,IA,52333,0,3050
19,IA,52334,0,200
19,IA,52335,0,300
19,IA,52336,0,1130
19,IA,52337,0,370
19,IA,52338,0,1580
19,IA,52339,0,2100
19,IA,52340,0,1300
19,IA,52341,0,570
19,IA,52342,0,1540
19,IA,52345,0,650
19,IA,52346,0,500
19,IA,52347,0,720
19,IA,52349,0,3300
19,IA,52351,0,680
19,IA,52352,0,880
19,IA,52353,0,4230
19,IA,52354,0,210
19,IA,52355,0,130
19,IA,52356,0,1200
19,IA,52358,0,1820
19,IA,52359,0,130
19,IA,52361,0,2230
19,IA,52362,0,460
19,IA,52401,0,760
19,IA,52402,0,19100
19,IA,52403,0,11110
19,IA,52404,0,18010
19,IA,52405,0,12260
19,IA,52411,0,3450
19,IA,52501,0,13080
19,IA,52530,0,490
19,IA,52531,0,2550
19,IA,52533,0,520
19,IA,52534,0,130
19,IA,52535,0,420
19,IA,52536,0,430
19,IA,52537,0,2760
19,IA,52540,0,680
19,IA,52542,0,170
19,IA,52543,0,110
19,IA,52544,0,3290
19,IA,52549,0,320
19,IA,52550,0,230
19,IA,52551,0,290
19,IA,52552,0,280
19,IA,52553,0,750
19,IA,52554,0,570
19,IA,52555,0,150
19,IA,52556,0,5640
19,IA,52560,0,180
19,IA,52561,0,400
19,IA,52563,0,630
19,IA,52565,0,880
19,IA,52567,0,290
19,IA,52569,0,260
19,IA,52570,0,300
19,IA,52571,0,620
19,IA,52572,0,450
19,IA,52574,0,360
19,IA,52576,0,260
19,IA,52577,0,6310
19,IA,52580,0,220
19,IA,52581,0,150
19,IA,52583,0,140
19,IA,52584,0,170
19,IA,52585,0,420
19,IA,52586,0,230
19,IA,52590,0,430
19,IA,52591,0,1340
19,IA,52594,0,160
19,IA,52601,0,13910
19,IA,52619,0,230
19,IA,52620,0,380
19,IA,52621,0,320
19,IA,52623,0,910
19,IA,52625,0,1220
19,IA,52626,0,540
19,IA,52627,0,5680
19,IA,52630,0,170
19,IA,52632,0,5620
19,IA,52635,0,300
19,IA,52637,0,1170
19,IA,52638,0,240
19,IA,52639,0,900
19,IA,52640,0,590
19,IA,52641,0,5200
19,IA,52644,0,180
19,IA,52645,0,1490
19,IA,52646,0,170
19,IA,52649,0,450
19,IA,52650,0,400
19,IA,52651,0,260
19,IA,52653,0,1520
19,IA,52654,0,730
19,IA,52655,0,2110
19,IA,52656,0,1100
19,IA,52658,0,520
19,IA,52659,0,670
19,IA,52660,0,110
19,IA,52720,0,440
19,IA,52721,0,350
19,IA,52722,0,18060
19,IA,52726,0,2190
19,IA,52727,0,220
19,IA,52729,0,430
19,IA,52730,0,2330
19,IA,52731,0,420
19,IA,52732,0,12380
19,IA,52737,0,160
19,IA,52738,0,1650
19,IA,52739,0,350
19,IA,52742,0,3600
19,IA,52745,0,300
19,IA,52746,0,450
19,IA,52747,0,1110
19,IA,52748,0,4250
19,IA,52749,0,460
19,IA,52750,0,290
19,IA,52751,0,470
19,IA,52753,0,2600
19,IA,52754,0,620
19,IA,52755,0,920
19,IA,52756,0,1040
19,IA,52760,0,310
19,IA,52761,0,14390
19,IA,52765,0,230
19,IA,52766,0,370
19,IA,52768,0,670
19,IA,52769,0,290
19,IA,52772,0,2320
19,IA,52773,0,1150
19,IA,52776,0,2240
19,IA,52777,0,590
19,IA,52778,0,1900
19,IA,52801,0,450
19,IA,52802,0,4580
19,IA,52803,0,10320
19,IA,52804,0,12820
19,IA,52806,0,13150
19,IA,52807,0,7050
19,IA,99999,0,16730
20,KS,0,0,1305110
20,KS,66002,0,5530
20,KS,66006,0,3160
20,KS,66007,0,2910
20,KS,66008,0,110
20,KS,66010,0,250
20,KS,66012,0,5440
20,KS,66013,0,910
20,KS,66014,0,160
20,KS,66015,0,350
20,KS,66016,0,240
20,KS,66017,0,150
20,KS,66018,0,2700
20,KS,66020,0,780
20,KS,66021,0,1230
20,KS,66023,0,490
20,KS,66025,0,3430
20,KS,66026,0,300
20,KS,66027,0,1610
20,KS,66030,0,9420
20,KS,66032,0,2160
20,KS,66033,0,330
20,KS,66035,0,430
20,KS,66039,0,260
20,KS,66040,0,1450
20,KS,66041,0,340
20,KS,66042,0,370
20,KS,66043,0,4270
20,KS,66044,0,10470
20,KS,66046,0,8510
20,KS,66047,0,8470
20,KS,66048,0,14930
20,KS,66049,0,12740
20,KS,66050,0,870
20,KS,66052,0,930
20,KS,66053,0,3400
20,KS,66054,0,1260
20,KS,66056,0,710
20,KS,66058,0,160
20,KS,66060,0,480
20,KS,66061,0,25750
20,KS,66062,0,34350
20,KS,66064,0,2590
20,KS,66066,0,1190
20,KS,66067,0,7060
20,KS,66070,0,1100
20,KS,66071,0,5750
20,KS,66072,0,480
20,KS,66073,0,1040
20,KS,66075,0,860
20,KS,66076,0,980
20,KS,66078,0,460
20,KS,66079,0,320
20,KS,66080,0,440
20,KS,66083,0,4160
20,KS,66085,0,3840
20,KS,66086,0,4390
20,KS,66087,0,960
20,KS,66088,0,1060
20,KS,66090,0,1080
20,KS,66091,0,160
20,KS,66092,0,1870
20,KS,66093,0,260
20,KS,66094,0,200
20,KS,66095,0,380
20,KS,66097,0,460
20,KS,66101,0,4380
20,KS,66102,0,11240
20,KS,66103,0,6040
20,KS,66104,0,10840
20,KS,66105,0,920
20,KS,66106,0,10620
20,KS,66109,0,10370
20,KS,66111,0,4050
20,KS,66112,0,5890
20,KS,66202,0,9200
20,KS,66203,0,9970
20,KS,66204,0,9660
20,KS,66205,0,7090
20,KS,66206,0,5030
20,KS,66207,0,7150
20,KS,66208,0,11440
20,KS,66209,0,9990
20,KS,66210,0,9820
20,KS,66211,0,2730
20,KS,66212,0,17040
20,KS,66213,0,13870
20,KS,66214,0,6300
20,KS,66215,0,12970
20,KS,66216,0,12310
20,KS,66217,0,2750
20,KS,66218,0,3400
20,KS,66219,0,5540
20,KS,66220,0,3340
20,KS,66221,0,6960
20,KS,66223,0,10080
20,KS,66224,0,5150
20,KS,66226,0,5350
20,KS,66227,0,2560
20,KS,66401,0,840
20,KS,66402,0,1390
20,KS,66403,0,370
20,KS,66404,0,250
20,KS,66406,0,210
20,KS,66407,0,250
20,KS,66408,0,250
20,KS,66409,0,1570
20,KS,66411,0,550
20,KS,66412,0,160
20,KS,66413,0,850
20,KS,66414,0,1320
20,KS,66415,0,410
20,KS,66416,0,210
20,KS,66417,0,160
20,KS,66418,0,250
20,KS,66419,0,190
20,KS,66422,0,230
20,KS,66423,0,420
20,KS,66424,0,250
20,KS,66425,0,240
20,KS,66427,0,660
20,KS,66428,0,190
20,KS,66429,0,280
20,KS,66431,0,280
20,KS,66432,0,190
20,KS,66434,0,2240
20,KS,66436,0,2710
20,KS,66438,0,150
20,KS,66439,0,1170
20,KS,66440,0,950
20,KS,66441,0,12600
20,KS,66442,0,6350
20,KS,66449,0,400
20,KS,66451,0,850
20,KS,66502,0,16930
20,KS,66503,0,6850
20,KS,66507,0,520
20,KS,66508,0,2130
20,KS,66509,0,1170
20,KS,66510,0,330
20,KS,66512,0,1610
20,KS,66514,0,780
20,KS,66515,0,190
20,KS,66516,0,170
20,KS,66517,0,850
20,KS,66520,0,280
20,KS,66521,0,700
20,KS,66523,0,1670
20,KS,66524,0,1150
20,KS,66526,0,330
20,KS,66527,0,110
20,KS,66528,0,380
20,KS,66531,0,650
20,KS,66532,0,300
20,KS,66533,0,770
20,KS,66534,0,1720
20,KS,66535,0,1230
20,KS,66536,0,1510
20,KS,66537,0,660
20,KS,66538,0,1710
20,KS,66539,0,1390
20,KS,66540,0,210
20,KS,66541,0,120
20,KS,66542,0,1700
20,KS,66543,0,330
20,KS,66544,0,180
20,KS,66546,0,500
20,KS,66547,0,3760
20,KS,66548,0,460
20,KS,66549,0,800
20,KS,66550,0,270
20,KS,66552,0,200
20,KS,66554,0,270
20,KS,66603,0,680
20,KS,66604,0,11350
20,KS,66605,0,8950
20,KS,66606,0,5490
20,KS,66607,0,3470
20,KS,66608,0,2590
20,KS,66609,0,3370
20,KS,66610,0,4560
20,KS,66611,0,4930
20,KS,66612,0,870
20,KS,66614,0,15650
20,KS,66615,0,1500
20,KS,66616,0,2790
20,KS,66617,0,4340
20,KS,66618,0,4570
20,KS,66619,0,1370
20,KS,66701,0,5080
20,KS,66710,0,310
20,KS,66711,0,230
20,KS,66712,0,830
20,KS,66713,0,2280
20,KS,66716,0,230
20,KS,66717,0,210
20,KS,66720,0,4920
20,KS,66724,0,450
20,KS,66725,0,2400
20,KS,66732,0,110
20,KS,66733,0,950
20,KS,66734,0,130
20,KS,66735,0,210
20,KS,66736,0,1680
20,KS,66738,0,150
20,KS,66739,0,2130
20,KS,66740,0,180
20,KS,66743,0,1920
20,KS,66746,0,120
20,KS,66748,0,1220
20,KS,66749,0,3390
20,KS,66751,0,340
20,KS,66753,0,470
20,KS,66754,0,200
20,KS,66755,0,500
20,KS,66756,0,390
20,KS,66757,0,1540
20,KS,66758,0,110
20,KS,66761,0,110
20,KS,66762,0,9860
20,KS,66763,0,1510
20,KS,66767,0,190
20,KS,66769,0,200
20,KS,66770,0,570
20,KS,66771,0,420
20,KS,66772,0,110
20,KS,66773,0,340
20,KS,66776,0,520
20,KS,66777,0,240
20,KS,66779,0,270
20,KS,66780,0,240
20,KS,66781,0,540
20,KS,66783,0,1040
20,KS,66801,0,12040
20,KS,66830,0,140
20,KS,66833,0,220
20,KS,66834,0,420
20,KS,66835,0,540
20,KS,66839,0,1950
20,KS,66840,0,330
20,KS,66842,0,140
20,KS,66845,0,480
20,KS,66846,0,1560
20,KS,66849,0,230
20,KS,66851,0,240
20,KS,66852,0,320
20,KS,66853,0,200
20,KS,66854,0,380
20,KS,66856,0,760
20,KS,66857,0,430
20,KS,66858,0,200
20,KS,66860,0,570
20,KS,66861,0,1450
20,KS,66864,0,230
20,KS,66865,0,510
20,KS,66866,0,730
20,KS,66868,0,320
20,KS,66869,0,350
20,KS,66871,0,600
20,KS,66872,0,440
20,KS,66873,0,120
20,KS,66901,0,2980
20,KS,66933,0,130
20,KS,66935,0,1250
20,KS,66936,0,160
20,KS,66937,0,390
20,KS,66938,0,460
20,KS,66939,0,260
20,KS,66940,0,150
20,KS,66941,0,130
20,KS,66942,0,130
20,KS,66943,0,260
20,KS,66944,0,100
20,KS,66945,0,520
20,KS,66948,0,230
20,KS,66949,0,300
20,KS,66951,0,350
20,KS,66952,0,240
20,KS,66953,0,320
20,KS,66956,0,610
20,KS,66958,0,130
20,KS,66959,0,110
20,KS,66962,0,140
20,KS,66966,0,340
20,KS,66967,0,1070
20,KS,66968,0,790
20,KS,67001,0,750
20,KS,67002,0,6120
20,KS,67003,0,1200
20,KS,67004,0,380
20,KS,67005,0,7280
20,KS,67008,0,200
20,KS,67009,0,350
20,KS,67010,0,6110
20,KS,67013,0,1370
20,KS,67017,0,1040
20,KS,67019,0,380
20,KS,67020,0,710
20,KS,67022,0,660
20,KS,67023,0,90
20,KS,67024,0,340
20,KS,67025,0,1750
20,KS,67026,0,2160
20,KS,67029,0,520
20,KS,67030,0,1210
20,KS,67031,0,980
20,KS,67035,0,460
20,KS,67037,0,12870
20,KS,67038,0,240
20,KS,67039,0,1490
20,KS,67042,0,7180
20,KS,67045,0,1660
20,KS,67047,0,280
20,KS,67050,0,910
20,KS,67051,0,210
20,KS,67052,0,3620
20,KS,67054,0,540
20,KS,67056,0,1340
20,KS,67057,0,110
20,KS,67058,0,970
20,KS,67059,0,460
20,KS,67060,0,6220
20,KS,67062,0,1810
20,KS,67063,0,1620
20,KS,67065,0,110
20,KS,67066,0,130
20,KS,67067,0,790
20,KS,67068,0,2080
20,KS,67070,0,590
20,KS,67072,0,100
20,KS,67073,0,120
20,KS,67074,0,720
20,KS,67101,0,1830
20,KS,67103,0,120
20,KS,67104,0,1230
20,KS,67106,0,170
20,KS,67107,0,1420
20,KS,67108,0,770
20,KS,67109,0,190
20,KS,67110,0,3840
20,KS,67111,0,170
20,KS,67112,0,110
20,KS,67114,0,9890
20,KS,67117,0,750
20,KS,67118,0,340
20,KS,67119,0,650
20,KS,67120,0,620
20,KS,67123,0,300
20,KS,67124,0,3940
20,KS,67127,0,330
20,KS,67131,0,110
20,KS,67132,0,130
20,KS,67133,0,2960
20,KS,67134,0,170
20,KS,67135,0,1470
20,KS,67137,0,260
20,KS,67138,0,190
20,KS,67140,0,320
20,KS,67142,0,170
20,KS,67144,0,1230
20,KS,67146,0,820
20,KS,67147,0,4430
20,KS,67149,0,510
20,KS,67151,0,210
20,KS,67152,0,4170
20,KS,67154,0,660
20,KS,67156,0,6580
20,KS,67159,0,120
20,KS,67202,0,860
20,KS,67203,0,13740
20,KS,67204,0,9680
20,KS,67205,0,7850
20,KS,67206,0,7690
20,KS,67207,0,13140
20,KS,67208,0,8290
20,KS,67209,0,6470
20,KS,67210,0,3470
20,KS,67211,0,8520
20,KS,67212,0,21590
20,KS,67213,0,8910
20,KS,67214,0,5780
20,KS,67215,0,2780
20,KS,67216,0,10230
20,KS,67217,0,13600
20,KS,67218,0,10220
20,KS,67219,0,5050
20,KS,67220,0,6360
20,KS,67223,0,260
20,KS,67226,0,8810
20,KS,67227,0,140
20,KS,67228,0,870
20,KS,67230,0,4750
20,KS,67232,0,120
20,KS,67235,0,5600
20,KS,67301,0,5780
20,KS,67330,0,720
20,KS,67332,0,100
20,KS,67333,0,1270
20,KS,67335,0,1530
20,KS,67336,0,680
20,KS,67337,0,5440
20,KS,67341,0,180
20,KS,67342,0,440
20,KS,67344,0,400
20,KS,67346,0,150
20,KS,67347,0,170
20,KS,67349,0,450
20,KS,67351,0,180
20,KS,67352,0,200
20,KS,67353,0,260
20,KS,67354,0,320
20,KS,67355,0,100
20,KS,67356,0,1150
20,KS,67357,0,5940
20,KS,67360,0,160
20,KS,67361,0,760
20,KS,67401,0,24500
20,KS,67410,0,4870
20,KS,67416,0,560
20,KS,67420,0,2270
20,KS,67422,0,650
20,KS,67423,0,140
20,KS,67425,0,340
20,KS,67427,0,190
20,KS,67428,0,700
20,KS,67430,0,320
20,KS,67431,0,1150
20,KS,67432,0,2900
20,KS,67436,0,300
20,KS,67437,0,580
20,KS,67438,0,130
20,KS,67439,0,1420
20,KS,67441,0,460
20,KS,67443,0,820
20,KS,67444,0,240
20,KS,67445,0,290
20,KS,67446,0,300
20,KS,67447,0,140
20,KS,67448,0,600
20,KS,67449,0,1380
20,KS,67450,0,270
20,KS,67451,0,470
20,KS,67454,0,330
20,KS,67455,0,880
20,KS,67456,0,2130
20,KS,67457,0,380
20,KS,67458,0,120
20,KS,67460,0,7550
20,KS,67464,0,510
20,KS,67466,0,330
20,KS,67467,0,1330
20,KS,67468,0,140
20,KS,67470,0,260
20,KS,67473,0,840
20,KS,67474,0,120
20,KS,67480,0,820
20,KS,67481,0,300
20,KS,67483,0,140
20,KS,67484,0,390
20,KS,67485,0,190
20,KS,67487,0,620
20,KS,67490,0,520
20,KS,67491,0,180
20,KS,67492,0,130
20,KS,67501,0,10890
20,KS,67502,0,11360
20,KS,67505,0,1170
20,KS,67510,0,150
20,KS,67511,0,150
20,KS,67512,0,100
20,KS,67514,0,340
20,KS,67516,0,230
20,KS,67520,0,180
20,KS,67522,0,950
20,KS,67523,0,170
20,KS,67524,0,310
20,KS,67525,0,570
20,KS,67526,0,1310
20,KS,67529,0,170
20,KS,67530,0,8820
20,KS,67543,0,900
20,KS,67544,0,1570
20,KS,67545,0,120
20,KS,67546,0,1200
20,KS,67547,0,900
20,KS,67548,0,690
20,KS,67550,0,2460
20,KS,67552,0,330
20,KS,67554,0,1890
20,KS,67556,0,150
20,KS,67557,0,310
20,KS,67560,0,820
20,KS,67561,0,700
20,KS,67563,0,170
20,KS,67564,0,160
20,KS,67565,0,240
20,KS,67566,0,290
20,KS,67567,0,260
20,KS,67568,0,130
20,KS,67570,0,570
20,KS,67572,0,240
20,KS,67574,0,130
20,KS,67575,0,230
20,KS,67576,0,860
20,KS,67578,0,660
20,KS,67579,0,1240
20,KS,67581,0,180
20,KS,67583,0,440
20,KS,67584,0,150
20,KS,67601,0,11090
20,KS,67621,0,180
20,KS,67622,0,280
20,KS,67623,0,120
20,KS,67625,0,130
20,KS,67631,0,120
20,KS,67632,0,120
20,KS,67634,0,140
20,KS,67637,0,1280
20,KS,67638,0,110
20,KS,67640,0,210
20,KS,67642,0,890
20,KS,67643,0,110
20,KS,67644,0,110
20,KS,67645,0,250
20,KS,67646,0,330
20,KS,67647,0,110
20,KS,67648,0,260
20,KS,67649,0,130
20,KS,67650,0,120
20,KS,67651,0,250
20,KS,67653,0,120
20,KS,67654,0,1870
20,KS,67657,0,180
20,KS,67661,0,1680
20,KS,67663,0,1290
20,KS,67664,0,120
20,KS,67665,0,2420
20,KS,67669,0,870
20,KS,67671,0,840
20,KS,67672,0,1200
20,KS,67701,0,3150
20,KS,67730,0,860
20,KS,67731,0,300
20,KS,67732,0,240
20,KS,67734,0,110
20,KS,67735,0,2560
20,KS,67736,0,100
20,KS,67737,0,230
20,KS,67738,0,270
20,KS,67739,0,120
20,KS,67740,0,890
20,KS,67741,0,140
20,KS,67744,0,120
20,KS,67745,0,160
20,KS,67748,0,1310
20,KS,67749,0,1070
20,KS,67751,0,100
20,KS,67752,0,700
20,KS,67753,0,220
20,KS,67756,0,970
20,KS,67757,0,210
20,KS,67758,0,520
20,KS,67761,0,100
20,KS,67762,0,140
20,KS,67764,0,150
20,KS,67801,0,14110
20,KS,67831,0,490
20,KS,67834,0,440
20,KS,67835,0,1340
20,KS,67837,0,360
20,KS,67838,0,440
20,KS,67839,0,730
20,KS,67841,0,150
20,KS,67842,0,210
20,KS,67844,0,400
20,KS,67846,0,15770
20,KS,67849,0,200
20,KS,67850,0,170
20,KS,67851,0,1100
20,KS,67853,0,350
20,KS,67854,0,670
20,KS,67855,0,850
20,KS,67859,0,260
20,KS,67860,0,1300
20,KS,67861,0,910
20,KS,67862,0,110
20,KS,67863,0,170
20,KS,67864,0,970
20,KS,67865,0,480
20,KS,67867,0,730
20,KS,67869,0,640
20,KS,67870,0,660
20,KS,67871,0,2370
20,KS,67876,0,570
20,KS,67877,0,980
20,KS,67878,0,1000
20,KS,67879,0,630
20,KS,67880,0,3230
20,KS,67882,0,170
20,KS,67901,0,9060
20,KS,67950,0,1140
20,KS,67951,0,2060
20,KS,67952,0,290
20,KS,67954,0,340
20,KS,99999,0,13110
21,KY,0,0,1850790
21,KY,40003,0,850
21,KY,40004,0,13420
21,KY,40006,0,2140
21,KY,40007,0,110
21,KY,40008,0,1730
21,KY,40009,0,400
21,KY,40010,0,320
21,KY,40011,0,1060
21,KY,40012,0,280
21,KY,40013,0,2520
21,KY,40014,0,9160
21,KY,40019,0,1630
21,KY,40022,0,430
21,KY,40023,0,2130
21,KY,40026,0,2550
21,KY,40031,0,8830
21,KY,40033,0,5120
21,KY,40037,0,1210
21,KY,40040,0,200
21,KY,40045,0,1280
21,KY,40046,0,760
21,KY,40047,0,9440
21,KY,40050,0,700
21,KY,40051,0,2050
21,KY,40052,0,250
21,KY,40055,0,960
21,KY,40056,0,1660
21,KY,40057,0,1450
21,KY,40059,0,8040
21,KY,40060,0,450
21,KY,40062,0,140
21,KY,40065,0,13060
21,KY,40067,0,2280
21,KY,40068,0,1080
21,KY,40069,0,3710
21,KY,40070,0,260
21,KY,40071,0,6410
21,KY,40075,0,510
21,KY,40076,0,1230
21,KY,40077,0,280
21,KY,40078,0,950
21,KY,40104,0,490
21,KY,40107,0,1000
21,KY,40108,0,5170
21,KY,40109,0,1340
21,KY,40111,0,580
21,KY,40115,0,310
21,KY,40117,0,1200
21,KY,40118,0,4570
21,KY,40119,0,770
21,KY,40121,0,3230
21,KY,40140,0,330
21,KY,40142,0,940
21,KY,40143,0,2260
21,KY,40144,0,720
21,KY,40145,0,290
21,KY,40146,0,1410
21,KY,40150,0,2030
21,KY,40152,0,320
21,KY,40155,0,430
21,KY,40157,0,420
21,KY,40160,0,9980
21,KY,40162,0,2610
21,KY,40165,0,15450
21,KY,40170,0,130
21,KY,40171,0,120
21,KY,40175,0,6010
21,KY,40176,0,480
21,KY,40177,0,640
21,KY,40178,0,170
21,KY,40202,0,2120
21,KY,40203,0,6920
21,KY,40204,0,7750
21,KY,40205,0,12140
21,KY,40206,0,10560
21,KY,40207,0,15840
21,KY,40208,0,4980
21,KY,40209,0,300
21,KY,40210,0,6150
21,KY,40211,0,9530
21,KY,40212,0,6990
21,KY,40213,0,8220
21,KY,40214,0,21550
21,KY,40215,0,9060
21,KY,40216,0,19930
21,KY,40217,0,6410
21,KY,40218,0,15190
21,KY,40219,0,18160
21,KY,40220,0,17090
21,KY,40222,0,11160
21,KY,40223,0,11570
21,KY,40228,0,8240
21,KY,40229,0,16830
21,KY,40241,0,14490
21,KY,40242,0,5410
21,KY,40243,0,5330
21,KY,40245,0,14130
21,KY,40258,0,12460
21,KY,40272,0,16580
21,KY,40291,0,18080
21,KY,40299,0,19500
21,KY,40311,0,2700
21,KY,40312,0,2220
21,KY,40313,0,920
21,KY,40316,0,140
21,KY,40322,0,1150
21,KY,40324,0,19050
21,KY,40328,0,490
21,KY,40330,0,8110
21,KY,40336,0,4810
21,KY,40337,0,2000
21,KY,40342,0,9950
21,KY,40346,0,290
21,KY,40347,0,1400
21,KY,40350,0,110
21,KY,40351,0,7410
21,KY,40353,0,8890
21,KY,40356,0,17470
21,KY,40358,0,290
21,KY,40359,0,2800
21,KY,40360,0,2650
21,KY,40361,0,7540
21,KY,40370,0,1250
21,KY,40371,0,1010
21,KY,40372,0,1050
21,KY,40374,0,660
21,KY,40379,0,1500
21,KY,40380,0,2680
21,KY,40383,0,10650
21,KY,40385,0,1320
21,KY,40387,0,650
21,KY,40390,0,2630
21,KY,40391,0,14890
21,KY,40402,0,1020
21,KY,40403,0,9870
21,KY,40409,0,1350
21,KY,40419,0,1550
21,KY,40422,0,9450
21,KY,40437,0,1650
21,KY,40440,0,970
21,KY,40442,0,400
21,KY,40444,0,5560
21,KY,40445,0,290
21,KY,40447,0,2380
21,KY,40456,0,3330
21,KY,40460,0,300
21,KY,40461,0,960
21,KY,40464,0,440
21,KY,40468,0,770
21,KY,40472,0,540
21,KY,40475,0,21750
21,KY,40481,0,220
21,KY,40484,0,4770
21,KY,40486,0,740
