STATEFIPS,STATE,ZIPCODE,AGI_STUB,Number of Returns
1,AL,36022,0,5329
1,AL,36024,0,2611
1,AL,36025,0,1824
1,AL,36026,0,449
1,AL,36027,0,6759
1,AL,36028,0,649
1,AL,36029,0,388
1,AL,36030,0,204
1,AL,36032,0,1190
1,AL,36033,0,1623
1,AL,36034,0,321
1,AL,36035,0,796
1,AL,36036,0,877
1,AL,36037,0,5885
1,AL,36039,0,111
1,AL,36040,0,1991
1,AL,36041,0,578
1,AL,36042,0,554
1,AL,36043,0,1784
1,AL,36046,0,602
1,AL,36047,0,696
1,AL,36048,0,571
1,AL,36049,0,2317
1,AL,36051,0,902
1,AL,36052,0,382
1,AL,36053,0,921
1,AL,36054,0,7031
1,AL,36064,0,3468
1,AL,36066,0,8376
1,AL,36067,0,11525
1,AL,36069,0,888
1,AL,36071,0,371
1,AL,36075,0,945
1,AL,36078,0,5620
1,AL,36079,0,3495
1,AL,36080,0,985
1,AL,36081,0,6154
1,AL,36083,0,4158
1,AL,36088,0,1376
1,AL,36089,0,3094
1,AL,36091,0,1472
1,AL,36092,0,9239
1,AL,36093,0,4736
1,AL,36104,0,3939
1,AL,36105,0,6171
1,AL,36106,0,7252
1,AL,36107,0,4120
1,AL,36108,0,10534
1,AL,36109,0,12315
1,AL,36110,0,6580
1,AL,36111,0,6614
1,AL,36113,0,338
1,AL,36115,0,278
1,AL,36116,0,21936
1,AL,36117,0,22722
1,AL,36201,0,6855
1,AL,36203,0,8370
1,AL,36205,0,308
1,AL,36206,0,4672
1,AL,36207,0,8163
1,AL,36250,0,2023
1,AL,36251,0,2023
1,AL,36255,0,330
1,AL,36256,0,660
1,AL,36258,0,631
1,AL,36260,0,1623
1,AL,36262,0,519
1,AL,36263,0,313
1,AL,36264,0,3486
1,AL,36265,0,7631
1,AL,36266,0,2137
1,AL,36268,0,2239
1,AL,36269,0,435
1,AL,36271,0,2392
1,AL,36272,0,4788
1,AL,36273,0,1046
1,AL,36274,0,4354
1,AL,36276,0,867
1,AL,36277,0,2404
1,AL,36278,0,1788
1,AL,36279,0,1113
1,AL,36280,0,1518
1,AL,36301,0,15477
1,AL,36303,0,14243
1,AL,36305,0,6646
1,AL,36310,0,2553
1,AL,36311,0,1039
1,AL,36312,0,2496
1,AL,36314,0,255
1,AL,36316,0,719
1,AL,36317,0,192
1,AL,36318,0,481
1,AL,36319,0,941
1,AL,36320,0,1382
1,AL,36321,0,735
1,AL,36322,0,3651
1,AL,36323,0,3180
1,AL,36330,0,14492
1,AL,36340,0,2216
1,AL,36343,0,618
1,AL,36344,0,2171
1,AL,36345,0,3425
1,AL,36346,0,527
1,AL,36350,0,2871
1,AL,36351,0,1454
1,AL,36352,0,2152
1,AL,36353,0,849
1,AL,36360,0,8074
1,AL,36362,0,1400
1,AL,36370,0,398
1,AL,36373,0,239
1,AL,36374,0,482
1,AL,36375,0,2889
1,AL,36376,0,1014
1,AL,36401,0,3108
1,AL,36420,0,4660
1,AL,36421,0,3485
1,AL,36425,0,390
1,AL,36426,0,5747
1,AL,36432,0,1040
1,AL,36435,0,220
1,AL,36436,0,172
1,AL,36441,0,1454
1,AL,36442,0,1160
1,AL,36444,0,252
1,AL,36445,0,1596
1,AL,36451,0,1948
1,AL,36453,0,895
1,AL,36456,0,765
1,AL,36460,0,3274
1,AL,36467,0,3965
1,AL,36471,0,471
1,AL,36474,0,1133
1,AL,36475,0,773
1,AL,36477,0,1777
1,AL,36480,0,722
1,AL,36481,0,144
1,AL,36482,0,391
1,AL,36483,0,184
1,AL,36502,0,5976
1,AL,36505,0,611
1,AL,36507,0,7752
1,AL,36509,0,879
1,AL,36511,0,493
1,AL,36518,0,1120
1,AL,36521,0,2018
1,AL,36522,0,2986
1,AL,36523,0,1096
1,AL,36524,0,439
1,AL,36525,0,885
1,AL,36526,0,13562
1,AL,36527,0,5469
1,AL,36528,0,649
1,AL,36529,0,240
1,AL,36530,0,2940
1,AL,36532,0,12027
1,AL,36535,0,11059
1,AL,36538,0,154
1,AL,36539,0,260
1,AL,36540,0,361
1,AL,36541,0,5876
1,AL,36542,0,5326
1,AL,36544,0,4416
1,AL,36545,0,3842
1,AL,36548,0,529
1,AL,36549,0,2105
1,AL,36551,0,3465
1,AL,36553,0,1332
1,AL,36555,0,608
1,AL,36558,0,1339
1,AL,36560,0,1423
1,AL,36561,0,3324
1,AL,36562,0,688
1,AL,36567,0,5456
1,AL,36569,0,336
1,AL,36571,0,6574
1,AL,36572,0,3013
1,AL,36574,0,538
1,AL,36575,0,8043
1,AL,36576,0,1781
1,AL,36578,0,795
1,AL,36579,0,779
1,AL,36580,0,2309
1,AL,36582,0,10137
1,AL,36583,0,255
1,AL,36584,0,273
1,AL,36585,0,415
1,AL,36587,0,4170
1,AL,36602,0,505
1,AL,36603,0,2801
1,AL,36604,0,4281
1,AL,36605,0,12667
1,AL,36606,0,8723
1,AL,36607,0,2920
1,AL,36608,0,15567
1,AL,36609,0,10983
1,AL,36610,0,5444
1,AL,36611,0,2554
1,AL,36612,0,1948
1,AL,36613,0,5128
1,AL,36617,0,6191
1,AL,36618,0,7663
1,AL,36619,0,6527
1,AL,36693,0,8466
1,AL,36695,0,20417
1,AL,36701,0,9881
1,AL,36703,0,4967
1,AL,36720,0,290
1,AL,36722,0,166
1,AL,36726,0,1902
1,AL,36728,0,274
1,AL,36732,0,3723
1,AL,36736,0,519
1,AL,36738,0,373
1,AL,36740,0,501
1,AL,36742,0,989
1,AL,36744,0,2654
1,AL,36748,0,1334
1,AL,36749,0,416
1,AL,36750,0,1192
1,AL,36751,0,322
1,AL,36752,0,753
1,AL,36754,0,111
1,AL,36756,0,2276
1,AL,36758,0,581
1,AL,36759,0,637
1,AL,36761,0,475
1,AL,36765,0,503
1,AL,36767,0,754
1,AL,36768,0,347
1,AL,36769,0,1084
1,AL,36773,0,170
1,AL,36775,0,368
1,AL,36776,0,630
1,AL,36782,0,849
1,AL,36783,0,315
1,AL,36784,0,3256
1,AL,36785,0,553
1,AL,36786,0,1307
1,AL,36790,0,112
1,AL,36792,0,460
1,AL,36793,0,216
1,AL,36801,0,9988
1,AL,36804,0,7519
1,AL,36830,0,14887
1,AL,36832,0,7345
1,AL,36850,0,1114
1,AL,36852,0,990
1,AL,36853,0,3365
1,AL,36854,0,6747
1,AL,36855,0,561
1,AL,36856,0,2348
1,AL,36858,0,226
1,AL,36860,0,731
1,AL,36861,0,1303
1,AL,36862,0,2573
1,AL,36863,0,5526
1,AL,36866,0,1672
1,AL,36867,0,9749
1,AL,36869,0,10460
1,AL,36870,0,7441
1,AL,36871,0,466
1,AL,36874,0,3386
1,AL,36875,0,1953
1,AL,36877,0,5086
1,AL,36879,0,731
1,AL,36904,0,1737
1,AL,36907,0,718
1,AL,36908,0,884
1,AL,36912,0,769
1,AL,36915,0,196
1,AL,36916,0,272
1,AL,36919,0,752
1,AL,36921,0,436
1,AL,36922,0,228
1,AL,36925,0,1262
1,AL,99999,0,42231
2,AK,0,0,366389
2,AK,99501,0,9316
2,AK,99502,0,12457
2,AK,99503,0,8915
2,AK,99504,0,20253
2,AK,99505,0,2081
2,AK,99506,0,2962
2,AK,99507,0,19642
2,AK,99508,0,16779
2,AK,99515,0,11719
2,AK,99516,0,10201
2,AK,99517,0,8842
2,AK,99518,0,5511
2,AK,99540,0,146
2,AK,99556,0,1132
2,AK,99567,0,4445
2,AK,99568,0,162
2,AK,99572,0,212
2,AK,99573,0,485
2,AK,99577,0,13269
2,AK,99586,0,258
2,AK,99588,0,717
2,AK,99603,0,5448
2,AK,99605,0,116
2,AK,99610,0,1168
2,AK,99611,0,6828
2,AK,99615,0,6844
2,AK,99631,0,138
2,AK,99639,0,611
2,AK,99645,0,12553
2,AK,99654,0,13603
2,AK,99664,0,2505
2,AK,99669,0,7838
2,AK,99672,0,1658
2,AK,99674,0,704
2,AK,99676,0,929
2,AK,99686,0,2149
2,AK,99688,0,1340
2,AK,99701,0,8894
2,AK,99702,0,1176
2,AK,99703,0,3104
2,AK,99705,0,9456
2,AK,99709,0,11028
2,AK,99712,0,4662
2,AK,99714,0,469
2,AK,99737,0,2042
2,AK,99743,0,614
2,AK,99760,0,394
2,AK,99780,0,880
2,AK,99801,0,12374
2,AK,99824,0,1152
2,AK,99827,0,1375
2,AK,99835,0,4761
2,AK,99901,0,6437
2,AK,99999,0,83635
4,AZ,0,0,2732153
4,AZ,85003,0,3562
4,AZ,85004,0,2503
4,AZ,85006,0,10663
4,AZ,85007,0,5277
4,AZ,85008,0,22898
4,AZ,85009,0,18648
4,AZ,85012,0,3589
4,AZ,85013,0,9775
4,AZ,85014,0,11866
4,AZ,85015,0,17669
4,AZ,85016,0,16663
4,AZ,85017,0,16344
4,AZ,85018,0,17475
4,AZ,85019,0,11933
4,AZ,85020,0,15869
4,AZ,85021,0,16439
4,AZ,85022,0,22342
4,AZ,85023,0,14730
4,AZ,85024,0,11168
4,AZ,85027,0,17362
4,AZ,85028,0,10054
4,AZ,85029,0,18928
4,AZ,85031,0,11938
4,AZ,85032,0,31076
4,AZ,85033,0,20912
4,AZ,85034,0,1974
4,AZ,85035,0,19588
4,AZ,85037,0,18686
4,AZ,85040,0,11597
4,AZ,85041,0,22540
4,AZ,85042,0,17097
4,AZ,85043,0,12446
4,AZ,85044,0,19256
4,AZ,85045,0,3146
4,AZ,85048,0,15489
4,AZ,85050,0,12813
4,AZ,85051,0,17010
4,AZ,85053,0,13027
4,AZ,85054,0,2480
4,AZ,85083,0,7378
4,AZ,85085,0,8816
4,AZ,85086,0,15487
4,AZ,85087,0,3292
4,AZ,85118,0,5047
4,AZ,85119,0,7956
4,AZ,85120,0,10583
4,AZ,85122,0,17862
4,AZ,85128,0,5002
4,AZ,85131,0,4145
4,AZ,85132,0,5830
4,AZ,85137,0,852
4,AZ,85138,0,11638
4,AZ,85139,0,6447
4,AZ,85140,0,10782
4,AZ,85142,0,17831
4,AZ,85143,0,11640
4,AZ,85145,0,616
4,AZ,85172,0,797
4,AZ,85173,0,981
4,AZ,85192,0,548
4,AZ,85193,0,1117
4,AZ,85194,0,2106
4,AZ,85201,0,19938
4,AZ,85202,0,17477
4,AZ,85203,0,14806
4,AZ,85204,0,25398
4,AZ,85205,0,16719
4,AZ,85206,0,14611
4,AZ,85207,0,18211
4,AZ,85208,0,14006
4,AZ,85209,0,15696
4,AZ,85210,0,15273
4,AZ,85212,0,10089
4,AZ,85213,0,12928
4,AZ,85215,0,7235
4,AZ,85223,0,416
4,AZ,85224,0,21239
4,AZ,85225,0,30142
4,AZ,85226,0,18056
4,AZ,85233,0,17126
4,AZ,85234,0,20787
4,AZ,85248,0,15080
4,AZ,85249,0,15597
4,AZ,85250,0,8964
4,AZ,85251,0,18731
4,AZ,85253,0,7766
4,AZ,85254,0,22458
4,AZ,85255,0,17857
4,AZ,85256,0,2244
4,AZ,85257,0,13757
4,AZ,85258,0,12001
4,AZ,85259,0,10318
4,AZ,85260,0,18528
4,AZ,85262,0,4811
4,AZ,85263,0,824
4,AZ,85264,0,602
4,AZ,85266,0,4587
4,AZ,85268,0,10410
4,AZ,85281,0,20958
4,AZ,85282,0,23760
4,AZ,85283,0,21363
4,AZ,85284,0,8937
4,AZ,85286,0,14925
4,AZ,85295,0,15567
4,AZ,85296,0,16872
4,AZ,85297,0,11040
4,AZ,85298,0,8682
4,AZ,85301,0,23499
4,AZ,85302,0,15925
4,AZ,85303,0,12270
4,AZ,85304,0,11880
4,AZ,85305,0,4944
4,AZ,85306,0,10812
4,AZ,85307,0,3688
4,AZ,85308,0,29755
4,AZ,85309,0,453
4,AZ,85310,0,8907
4,AZ,85321,0,1423
4,AZ,85322,0,240
4,AZ,85323,0,14933
4,AZ,85324,0,1126
4,AZ,85326,0,18347
4,AZ,85331,0,11278
4,AZ,85333,0,240
4,AZ,85335,0,12878
4,AZ,85337,0,1054
4,AZ,85338,0,17882
4,AZ,85339,0,15262
4,AZ,85340,0,11661
4,AZ,85342,0,517
4,AZ,85344,0,3958
4,AZ,85345,0,23460
4,AZ,85347,0,192
4,AZ,85348,0,622
4,AZ,85350,0,7000
4,AZ,85351,0,13202
4,AZ,85353,0,13810
4,AZ,85354,0,2229
4,AZ,85355,0,3922
4,AZ,85356,0,1226
4,AZ,85361,0,2285
4,AZ,85363,0,2493
4,AZ,85364,0,27633
4,AZ,85365,0,16137
4,AZ,85367,0,6680
4,AZ,85373,0,7749
4,AZ,85374,0,17228
4,AZ,85375,0,13068
4,AZ,85379,0,15398
4,AZ,85381,0,11533
4,AZ,85382,0,18331
4,AZ,85383,0,15807
4,AZ,85387,0,4384
4,AZ,85388,0,8764
4,AZ,85390,0,2521
4,AZ,85392,0,15327
4,AZ,85395,0,10146
4,AZ,85396,0,5193
4,AZ,85501,0,3257
4,AZ,85533,0,888
4,AZ,85534,0,824
4,AZ,85539,0,1101
4,AZ,85540,0,1315
4,AZ,85541,0,8602
4,AZ,85542,0,781
4,AZ,85543,0,1251
4,AZ,85544,0,1098
4,AZ,85545,0,181
4,AZ,85546,0,5583
4,AZ,85552,0,2401
4,AZ,85602,0,3933
4,AZ,85603,0,2956
4,AZ,85606,0,326
4,AZ,85607,0,6159
4,AZ,85610,0,411
4,AZ,85611,0,320
4,AZ,85613,0,1578
4,AZ,85614,0,9706
4,AZ,85615,0,3877
4,AZ,85616,0,2195
4,AZ,85617,0,449
4,AZ,85618,0,600
4,AZ,85621,0,9081
4,AZ,85622,0,3202
4,AZ,85623,0,1697
4,AZ,85624,0,524
4,AZ,85625,0,733
4,AZ,85629,0,9768
4,AZ,85630,0,885
4,AZ,85631,0,1291
4,AZ,85632,0,253
4,AZ,85634,0,2088
4,AZ,85635,0,15040
4,AZ,85637,0,613
4,AZ,85638,0,894
4,AZ,85640,0,358
4,AZ,85641,0,9319
4,AZ,85643,0,2721
4,AZ,85645,0,858
4,AZ,85648,0,7424
4,AZ,85650,0,6528
4,AZ,85653,0,5319
4,AZ,85658,0,3918
4,AZ,85701,0,2489
4,AZ,85704,0,15463
4,AZ,85705,0,21536
4,AZ,85706,0,20560
4,AZ,85708,0,1216
4,AZ,85710,0,25317
4,AZ,85711,0,17637
4,AZ,85712,0,14385
4,AZ,85713,0,17883
4,AZ,85714,0,5519
4,AZ,85715,0,9068
4,AZ,85716,0,13943
4,AZ,85718,0,13513
4,AZ,85719,0,14551
4,AZ,85730,0,17265
4,AZ,85735,0,4215
4,AZ,85736,0,1443
4,AZ,85737,0,10050
4,AZ,85739,0,7969
4,AZ,85741,0,14825
4,AZ,85742,0,11832
4,AZ,85743,0,12196
4,AZ,85745,0,15979
4,AZ,85746,0,16476
4,AZ,85747,0,9680
4,AZ,85748,0,8965
4,AZ,85749,0,8998
4,AZ,85750,0,11761
4,AZ,85755,0,6807
4,AZ,85756,0,11242
4,AZ,85757,0,6557
4,AZ,85901,0,4960
4,AZ,85920,0,223
4,AZ,85924,0,724
4,AZ,85925,0,1464
4,AZ,85928,0,489
4,AZ,85929,0,3154
4,AZ,85935,0,2049
4,AZ,85936,0,1348
4,AZ,85937,0,2786
4,AZ,85938,0,1039
4,AZ,86001,0,17206
4,AZ,86004,0,15785
4,AZ,86022,0,738
4,AZ,86024,0,264
4,AZ,86025,0,2077
4,AZ,86036,0,114
4,AZ,86044,0,1279
4,AZ,86046,0,2364
4,AZ,86047,0,4749
4,AZ,86301,0,9557
4,AZ,86303,0,7706
4,AZ,86305,0,7716
4,AZ,86314,0,13914
4,AZ,86315,0,2930
4,AZ,86321,0,898
4,AZ,86322,0,4628
4,AZ,86323,0,7207
4,AZ,86324,0,1772
4,AZ,86325,0,2250
4,AZ,86326,0,10275
4,AZ,86327,0,3965
4,AZ,86332,0,575
4,AZ,86333,0,2121
4,AZ,86334,0,1629
4,AZ,86335,0,1579
4,AZ,86336,0,5412
4,AZ,86351,0,2796
4,AZ,86401,0,9126
4,AZ,86403,0,6470
4,AZ,86404,0,6380
4,AZ,86406,0,9184
4,AZ,86409,0,9216
4,AZ,86413,0,3305
4,AZ,86426,0,5353
4,AZ,86429,0,2998
4,AZ,86434,0,608
4,AZ,86436,0,660
4,AZ,86440,0,2431
4,AZ,86441,0,568
4,AZ,86442,0,12650
4,AZ,86444,0,403
4,AZ,86445,0,128
4,AZ,86514,0,523
4,AZ,99999,0,161113
5,AR,0,0,1211831
5,AR,71601,0,6270
5,AR,71602,0,7239
5,AR,71603,0,13878
5,AR,71631,0,259
5,AR,71635,0,5226
5,AR,71638,0,1256
5,AR,71639,0,2642
5,AR,71640,0,1196
5,AR,71642,0,248
5,AR,71643,0,475
5,AR,71644,0,331
5,AR,71646,0,2556
5,AR,71647,0,663
5,AR,71652,0,411
5,AR,71653,0,1984
5,AR,71654,0,1758
5,AR,71655,0,5259
5,AR,71658,0,247
5,AR,71660,0,352
5,AR,71661,0,111
5,AR,71663,0,319
5,AR,71665,0,2313
5,AR,71667,0,2988
5,AR,71670,0,562
5,AR,71671,0,3453
5,AR,71674,0,257
5,AR,71675,0,739
5,AR,71676,0,308
5,AR,71701,0,7603
5,AR,71720,0,1013
5,AR,71725,0,237
5,AR,71726,0,494
5,AR,71730,0,13554
5,AR,71740,0,678
5,AR,71742,0,2132
5,AR,71743,0,1606
5,AR,71744,0,1193
5,AR,71747,0,399
5,AR,71749,0,1077
5,AR,71751,0,340
5,AR,71752,0,349
5,AR,71753,0,5880
5,AR,71758,0,172
5,AR,71762,0,1118
5,AR,71763,0,659
5,AR,71764,0,754
5,AR,71765,0,871
5,AR,71766,0,255
5,AR,71770,0,1287
5,AR,71801,0,5883
5,AR,71822,0,3405
5,AR,71825,0,240
5,AR,71826,0,441
5,AR,71827,0,303
5,AR,71832,0,3856
5,AR,71833,0,860
5,AR,71834,0,448
5,AR,71835,0,534
5,AR,71836,0,1101
5,AR,71837,0,1871
5,AR,71838,0,427
5,AR,71839,0,112
5,AR,71841,0,320
5,AR,71842,0,872
5,AR,71845,0,823
5,AR,71846,0,980
5,AR,71847,0,257
5,AR,71851,0,891
5,AR,71852,0,4158
5,AR,71853,0,186
5,AR,71854,0,14900
5,AR,71855,0,267
5,AR,71857,0,2377
5,AR,71858,0,590
5,AR,71859,0,131
5,AR,71860,0,957
5,AR,71861,0,824
5,AR,71862,0,287
5,AR,71866,0,255
5,AR,71901,0,11732
5,AR,71909,0,8144
5,AR,71913,0,19263
5,AR,71921,0,1123
5,AR,71923,0,5867
5,AR,71929,0,1803
5,AR,71933,0,547
5,AR,71935,0,251
5,AR,71937,0,691
5,AR,71940,0,574
5,AR,71941,0,727
5,AR,71943,0,1699
5,AR,71944,0,236
5,AR,71945,0,539
5,AR,71949,0,740
5,AR,71950,0,349
5,AR,71953,0,5536
5,AR,71956,0,777
5,AR,71957,0,1296
5,AR,71958,0,984
5,AR,71959,0,265
5,AR,71960,0,488
5,AR,71961,0,330
5,AR,71962,0,303
5,AR,71964,0,1525
5,AR,71965,0,120
5,AR,71968,0,1837
5,AR,71969,0,109
5,AR,71970,0,223
5,AR,71971,0,149
5,AR,71972,0,143
5,AR,71973,0,503
5,AR,72001,0,209
5,AR,72002,0,6540
5,AR,72003,0,320
5,AR,72004,0,513
5,AR,72006,0,989
5,AR,72007,0,3143
5,AR,72010,0,2361
5,AR,72011,0,1830
5,AR,72012,0,5086
5,AR,72013,0,787
5,AR,72015,0,11153
5,AR,72016,0,1233
5,AR,72017,0,281
5,AR,72019,0,10232
5,AR,72020,0,1461
5,AR,72021,0,1692
5,AR,72022,0,6804
5,AR,72023,0,14934
5,AR,72024,0,1455
5,AR,72025,0,295
5,AR,72026,0,124
5,AR,72027,0,550
5,AR,72029,0,764
5,AR,72030,0,255
5,AR,72031,0,2866
5,AR,72032,0,12903
5,AR,72034,0,18414
5,AR,72036,0,303
5,AR,72039,0,868
5,AR,72040,0,1075
5,AR,72041,0,541
5,AR,72042,0,2117
5,AR,72044,0,346
5,AR,72045,0,484
5,AR,72046,0,1677
5,AR,72047,0,418
5,AR,72051,0,216
5,AR,72055,0,386
5,AR,72057,0,399
5,AR,72058,0,6450
5,AR,72060,0,270
